Product Name,SKU,Variant Title,Flavor,Size,Price,Sale Price,Original Price,In Stock,Product URL
Impact Whey Protein (Sample),11401155,Impact Whey Protein (Sample) - 0.9Oz - Strawberry Milkshake,Strawberry Milkshake,0.9Oz,CA$3.99,,CA$3.99,Yes,https://ca.myprotein.com/p/sports-nutrition/impact-whey-protein-sample/10902384/
Myprotein Clear Whey Isolate - MARVEL,14944145,Myprotein Clear Whey Isolate - MARVEL - 20servings - Black Panther - Mixed Berry,20servings,MARVEL,CA$48.99,CA$48.99,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-marvel/14944142/
Myprotein Clear Whey Isolate - MARVEL,15631595,Myprotein Clear Whey Isolate - MARVEL - 40servings - Black Panther - Mixed Berry,40servings,MARVEL,CA$94.99,,CA$94.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-marvel/14944142/
Myprotein Clear Whey Isolate - MARVEL,15661885,Myprotein Clear Whey Isolate - MARVEL - 20servings - Hulk - Sour DragonApple,20servings,MARVEL,CA$54.99,,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-marvel/14944142/
Myprotein THEWHEY (USA) (Sample),13435437,Myprotein THEWHEY (USA) (Sample) - 1.2Oz - Chocolate Fudge V2,Chocolate Fudge V2,1.2Oz,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-thewhey-usa-sample/11371420/
Myprotein THEWHEY (USA) (Sample),13435439,Myprotein THEWHEY (USA) (Sample) - 1.13Oz - Cookies and Cream,Cookies and Cream,1.13Oz,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-thewhey-usa-sample/11371420/
Myprotein Clear Whey Isolate x Marvel (Sample) (USA),14979885,Myprotein Clear Whey Isolate x Marvel (Sample) (USA) - 1servings - Spider-Man - Berry Watermelon,Spider-Man,1servings,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-x-marvel-sample-usa/15368064/
Myprotein Clear Whey Isolate x Marvel (Sample) (USA),14979886,Myprotein Clear Whey Isolate x Marvel (Sample) (USA) - 1servings - Captain Marvel - Mango Pineapple,Captain Marvel,1servings,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-x-marvel-sample-usa/15368064/
Myprotein Clear Whey Isolate x Marvel (Sample) (USA),14979887,Myprotein Clear Whey Isolate x Marvel (Sample) (USA) - 1servings - Black Panther - Mixed Berry,Black Panther,1servings,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-x-marvel-sample-usa/15368064/
Myprotein Clear Whey Isolate x Marvel (Sample) (USA),15661884,Myprotein Clear Whey Isolate x Marvel (Sample) (USA) - 1servings - Hulk - Sour DragonApple,Hulk,1servings,CA$5.99,,CA$5.99,Yes,https://ca.myprotein.com/p/sports-nutrition/myprotein-clear-whey-isolate-x-marvel-sample-usa/15368064/
NSF THE Whey,12966274,NSF THE Whey - 2.3lb - Blueberry Muffin,Blueberry Muffin,2.3lb,CA$69.99,,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/nsf-the-whey/13166492/
Pea Protein Isolate,10915574,Pea Protein Isolate - 2.2lb - Unflavored,Unflavored,2.2lb,CA$43.99,CA$43.99,CA$49.99,Yes,https://ca.myprotein.com/p/sports-nutrition/pea-protein-isolate/10852589/
Pea Protein Isolate,13222703,Pea Protein Isolate - 2.2lb - Vanilla Chai,Vanilla Chai,2.2lb,CA$49.99,,CA$49.99,Yes,https://ca.myprotein.com/p/sports-nutrition/pea-protein-isolate/10852589/
Pea Protein Isolate,13222706,Pea Protein Isolate - 2.2lb - Tiramisu,Tiramisu,2.2lb,CA$43.99,CA$43.99,CA$49.99,Yes,https://ca.myprotein.com/p/sports-nutrition/pea-protein-isolate/10852589/
Pea Protein Isolate,13222708,Pea Protein Isolate - 2.2lb - Banana Bread,Banana Bread,2.2lb,CA$43.99,CA$43.99,CA$49.99,Yes,https://ca.myprotein.com/p/sports-nutrition/pea-protein-isolate/10852589/
Slow-Release Casein,11410386,Slow-Release Casein - 2.2lb - Chocolate Smooth,Chocolate Smooth,2.2lb,CA$74.99,,CA$74.99,Yes,https://ca.myprotein.com/p/sports-nutrition/slow-release-casein/11092497/
Slow-Release Casein,11410387,Slow-Release Casein - 5.5lb - Chocolate Smooth,Chocolate Smooth,5.5lb,CA$134.99,,CA$134.99,Yes,https://ca.myprotein.com/p/sports-nutrition/slow-release-casein/11092497/
Slow-Release Casein,11410392,Slow-Release Casein - 2.2lb - Vanilla,Vanilla,2.2lb,CA$66.99,CA$66.99,CA$74.99,Yes,https://ca.myprotein.com/p/sports-nutrition/slow-release-casein/11092497/
Slow-Release Casein,11410393,Slow-Release Casein - 5.5lb - Vanilla,Vanilla,5.5lb,CA$120.99,CA$120.99,CA$134.99,Yes,https://ca.myprotein.com/p/sports-nutrition/slow-release-casein/11092497/
THE Plant Protein,12061085,THE Plant Protein - 2.54lb - Mocha,Mocha,2.54lb,CA$61.99,CA$61.99,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-plant-protein/12061084/
THE Plant Protein,12061087,THE Plant Protein - 2.47lb - Vanilla Chai,Vanilla Chai,2.47lb,CA$61.99,CA$61.99,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-plant-protein/12061084/
THE Plant Protein,13222697,THE Plant Protein - 2.54lb - Banana Bread,Banana Bread,2.54lb,CA$61.99,CA$61.99,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-plant-protein/12061084/
THE Plant Protein,13222699,THE Plant Protein - 2.67lb - Tiramisu,Tiramisu,2.67lb,CA$54.99,CA$54.99,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-plant-protein/12061084/
Weight Gainer Blend,11372996,Weight Gainer Blend - 5.5lb - Chocolate Smooth,Chocolate Smooth,5.5lb,CA$70.99,CA$70.99,CA$89.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Weight Gainer Blend,11372998,Weight Gainer Blend - 5.5lb - Unflavored,Unflavored,5.5lb,CA$89.99,,CA$89.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Weight Gainer Blend,11372999,Weight Gainer Blend - 5.5lb - Vanilla,Vanilla,5.5lb,CA$70.99,CA$70.99,CA$89.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Weight Gainer Blend,11373000,Weight Gainer Blend - 11lb - Chocolate Smooth,Chocolate Smooth,11lb,CA$149.99,,CA$149.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Weight Gainer Blend,11373002,Weight Gainer Blend - 11lb - Unflavored,Unflavored,11lb,CA$149.99,,CA$149.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Weight Gainer Blend,11373003,Weight Gainer Blend - 11lb - Vanilla,Vanilla,11lb,CA$149.99,,CA$149.99,Yes,https://ca.myprotein.com/p/sports-nutrition/weight-gainer-blend/10852477/
Whey Forward,13642848,Whey Forward - 20servings - Rich Salted Caramel,Rich Salted Caramel,20servings,CA$30.99,CA$30.99,CA$56.99,Yes,https://ca.myprotein.com/p/sports-nutrition/whey-forward/13625704/
Whey Forward,13642849,Whey Forward - 20servings - Decadent Chocolate Brownie,Decadent Chocolate Brownie,20servings,CA$30.99,CA$30.99,CA$56.99,Yes,https://ca.myprotein.com/p/sports-nutrition/whey-forward/13625704/
Whey Forward,13846005,Whey Forward - 20servings - Cinnamon Cereal,Cinnamon Cereal,20servings,CA$44.99,CA$44.99,CA$56.99,Yes,https://ca.myprotein.com/p/sports-nutrition/whey-forward/13625704/
Vegan Protein Blend,13222727,Vegan Protein Blend - 2.2lb - Mocha,Mocha,2.2lb,CA$43.99,CA$43.99,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/vegan-protein-blend/10852638/
Vegan Protein Blend,13222729,Vegan Protein Blend - 2.2lb - Vanilla Chai,Vanilla Chai,2.2lb,CA$43.99,CA$43.99,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/vegan-protein-blend/10852638/
Vegan Protein Blend,13222731,Vegan Protein Blend - 2.2lb - Tiramisu,Tiramisu,2.2lb,CA$43.99,CA$43.99,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/vegan-protein-blend/10852638/
Vegan Protein Blend,13222733,Vegan Protein Blend - 2.2lb - Banana Bread,Banana Bread,2.2lb,CA$43.99,CA$43.99,CA$54.99,Yes,https://ca.myprotein.com/p/sports-nutrition/vegan-protein-blend/10852638/
THE Wheyâ¢,13435431,THE Wheyâ¢ - 2.3lb - Chocolate Fudge,Chocolate Fudge,2.3lb,CA$69.99,,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-whey/11360197/
THE Wheyâ¢,13435433,THE Wheyâ¢ - 2.2lb - Vanilla Ice Cream,Vanilla Ice Cream,2.2lb,CA$54.99,CA$54.99,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-whey/11360197/
THE Wheyâ¢,13435435,THE Wheyâ¢ - 2.1lb - Cookies & Cream,Cookies & Cream,2.1lb,CA$69.99,,CA$69.99,Yes,https://ca.myprotein.com/p/sports-nutrition/the-whey/11360197/
